age,home_owner,income,months_employed,years_employed,personal_account_m,personal_account_y,has_debt,amount_requested,risk_score,risk_score_2,risk_score_3,risk_score_5,ext_quality_score,ext_quality_score_2,inquiries_last_month
45,0,2672,0,2,2,2,0,1100,62050,0.646310084,0.789178937,0.694152589,0.46663,0.66663,3
50,1,6700,0,2,0,1,1,2900,39150,0.785031933,0.88108278,0.780755234,0.883903,0.783903,8
41,1,3175,10,1,3,3,1,1150,76950,0.759001681,0.855281469,0.803333872,0.523492,0.623492,4
43,0,4125,0,5,3,8,1,800,62950,0.69222521,0.88100422,0.732063173,0.82924,0.62924,16
46,1,3685,3,5,10,3,1,1200,30550,0.683438655,0.824890016,0.827239659,0.390869,0.490869,18
35,0,2655,0,1,2,3,0,1000,43250,0.689611765,0.955164751,0.936881295,0.842458,0.842458,6
56,1,5200,0,6,2,6,1,1600,72400,0.690515126,0.89680598,0.641001616,0.769465,0.669465,6
41,0,2550,0,4,2,5,1,600,72450,0.665365546,0.858670767,0.75953626,0.696724,0.696724,4
24,0,2410,1,3,4,2,1,1100,62200,0.614191597,0.877760819,0.70040499,0.519984,0.519984,2
39,1,5220,0,5,5,2,1,1000,82850,0.60702521,0.904661968,0.751208852,0.568742,0.468742,3
29,0,5020,0,11,2,12,0,700,52650,0.725582353,0.863103789,0.689374512,0.711665,0.711665,3
33,1,5585,0,3,6,4,1,1200,72400,0.624227731,0.90249596,0.738961607,0.520559,0.620559,6
35,1,2875,0,5,2,4,1,700,85650,0.794751261,0.939362992,0.896911107,0.845277,0.745277,6
38,1,1700,7,5,5,2,1,600,65050,0.74644958,0.873204345,0.912873683,0.832973,0.532973,3
57,1,2210,0,2,1,1,1,800,74800,0.761976471,0.853014455,0.796614274,0.730737,0.630737,5
54,0,6585,0,1,6,3,1,700,78300,0.584857983,0.947409768,0.90386516,0.79146,0.59146,8
50,1,2060,0,3,2,2,1,1100,38400,0.629181513,0.817056473,0.550452608,0.560528,0.460528,3
40,1,2670,0,3,5,2,1,800,69700,0.719240336,0.891250673,0.607534541,0.416336,0.416336,5
37,1,2625,5,0,2,3,1,1200,44400,0.748190756,0.932696624,0.678605869,0.617887,0.517887,5
29,1,3515,1,2,2,3,1,1100,62850,0.553671429,0.857559706,0.824155815,0.75541,0.55541,4
31,0,2450,0,2,1,4,1,600,71550,0.833582353,0.934929969,0.873470806,0.581046,0.581046,4
43,1,3075,5,1,4,3,1,800,49650,0.673433613,0.912574071,0.816813286,0.710311,0.510311,11
34,0,3675,0,1,2,4,1,800,50650,0.631517647,0.945097863,0.864150817,0.837598,0.737598,14
57,0,3525,0,2,4,2,1,800,72050,0.832436975,0.975399533,0.845573305,0.748215,0.848215,5
26,1,1615,0,2,1,3,1,500,60700,0.724084874,0.789077931,0.648037814,0.449696,0.549696,6
42,0,4540,0,10,1,3,0,700,72150,0.573443697,0.85085967,0.536661729,0.42753,0.72753,5
47,1,2530,0,2,1,4,0,700,50900,0.832236975,0.973121296,0.785658239,0.920709,0.620709,9
29,1,2447,1,3,2,3,0,600,41200,0.791959664,0.969743221,0.510839235,0.532418,0.332418,3
27,1,2595,2,0,7,4,1,600,50850,0.690848739,0.939463997,0.783308562,0.783477,0.583477,11
27,0,1570,0,6,2,3,1,400,48500,0.771242857,0.894550189,0.842639203,0.469203,0.569203,12
22,1,3180,0,3,2,4,0,1350,73050,0.69650084,0.842857784,0.640551532,0.497175,0.597175,2
49,0,3215,0,3,6,4,1,400,61350,0.727179832,0.921529898,0.723864971,0.7226,0.8226,6
59,0,3560,2,5,8,4,1,1200,47900,0.619129412,0.830523882,0.634551555,0.736934,0.736934,3
36,1,5770,0,5,2,4,1,1400,46900,0.627204202,0.876627312,0.737745696,0.847953,0.747953,15
33,0,2316,2,6,4,6,1,900,40350,0.56657395,0.901227779,0.722679009,0.758844,0.558844,5
67,1,2505,0,5,4,2,1,701,58750,0.655145378,0.889006105,0.704726993,0.785457,0.485457,13
63,1,3510,0,6,7,3,1,700,68850,0.666021008,0.856448644,0.632243805,0.715218,0.515218,17
31,0,2625,0,7,5,4,1,600,33700,0.698978151,0.897894595,0.60426416,0.560528,0.860528,2
53,0,4285,6,3,6,3,1,700,47250,0.686816807,0.886761537,0.501049483,0.566223,0.366223,10
22,0,2685,2,2,3,7,1,400,60000,0.533193277,0.857570928,0.748105326,0.588681,0.588681,8
44,0,2625,6,1,5,2,1,700,35650,0.650297479,0.859837942,0.517062544,0.578543,0.678543,10
46,0,4265,5,1,5,3,1,400,73500,0.769101681,0.848626324,0.75702486,0.665252,0.665252,4
29,1,4000,5,1,5,1,0,1100,76950,0.822191597,0.958453044,0.830319226,0.72946,0.62946,5
40,1,2893,1,3,2,2,1,450,38200,0.737554622,0.883405908,0.505369775,0.400214,0.500214,6
34,1,2055,10,6,9,6,0,1200,69400,0.704952941,0.838346202,0.647487616,0.626855,0.726855,4
39,0,4623,6,1,3,3,1,700,38200,0.760217647,0.915907254,0.753472106,0.491421,0.391421,7
61,0,3500,7,5,3,2,1,500,38550,0.638922689,0.851836057,0.706339937,0.574536,0.674536,4
22,1,1745,3,1,6,3,1,550,37750,0.791490756,0.901340007,0.693077008,0.721166,0.521166,3
40,0,3220,0,3,2,3,0,600,46200,0.746737815,0.854069402,0.746077382,0.77566,0.87566,5
60,0,5145,0,6,0,1,1,1100,50950,0.537947899,0.930373496,0.813289626,0.623637,0.523637,6
47,1,5080,0,3,6,3,0,700,62700,0.673288235,0.924874304,0.79512198,0.764254,0.564254,4
31,1,2530,0,7,1,4,1,400,80150,0.757863866,0.729664213,0.435984122,0.479759,0.479759,2
30,0,6510,0,2,2,3,1,500,38100,0.666762185,0.875415245,0.566086606,0.491498,0.691498,11
57,1,1635,0,2,7,3,1,900,41950,0.578294958,0.847369366,0.578825007,0.723912,0.823912,9
35,0,3875,0,5,2,6,1,800,62250,0.702048739,0.824991022,0.642300528,0.623601,0.523601,6
48,1,3155,7,3,7,5,1,600,68700,0.640817647,0.756419465,0.729864093,0.779984,0.779984,3
44,1,5165,0,2,1,4,0,900,74500,0.783605042,0.88677276,0.836200265,0.442333,0.642333,4
45,0,2590,5,0,2,3,0,800,51800,0.840336134,0.848480427,0.485862146,0.503897,0.403897,8
70,0,2735,0,4,2,8,1,1600,85200,0.793416807,0.876672203,0.738899998,0.883458,0.783458,7
63,1,2755,0,3,2,3,1,800,45000,0.622184874,0.860892889,0.62494406,0.693532,0.593532,9
35,0,5180,5,3,2,0,1,2500,74800,0.339755462,0.724030347,0.577120507,0.642723,0.542723,9
47,0,2510,0,2,2,3,1,400,53850,0.462980672,0.857481146,0.735151296,0.596116,0.396116,2
33,0,3095,4,2,11,4,1,800,68800,0.71,0.876604866,0.834793539,0.725087,0.825087,6
20,0,2250,0,2,2,3,1,700,55300,0.77137563,0.891115999,0.745237967,0.436291,0.436291,8
45,0,6000,0,2,5,4,1,2700,76250,0.569621008,0.844148411,0.764957802,0.817298,0.517298,13
27,0,3030,0,3,8,3,1,500,38100,0.685458824,0.824968576,0.686172584,0.464554,0.364554,8
76,0,2585,0,6,2,7,1,1700,78050,0.7849,0.816035195,0.772393599,0.711109,0.711109,3
60,0,3180,5,0,7,4,1,1150,66450,0.688936975,0.82838032,0.508766796,0.559096,0.459096,4
47,1,1920,0,4,4,2,1,700,70500,0.73082437,0.890004938,0.550275484,0.492081,0.692081,3
27,1,5165,0,6,6,2,1,500,38700,0.667163866,0.833890734,0.657444225,0.641546,0.641546,5
65,1,3680,2,5,4,6,1,800,47800,0.682173109,0.94500808,0.709579514,0.754736,0.454736,21
54,0,1740,4,4,4,5,1,400,59550,0.601294118,0.87089244,0.744060561,0.613168,0.613168,3
34,0,5225,0,3,0,1,1,700,54900,0.653201681,0.868861106,0.689614956,0.428525,0.628525,6
29,1,5260,0,5,5,2,1,800,75000,0.600860504,0.88677276,0.785238959,0.725286,0.525286,7
37,1,2565,4,3,6,6,1,900,60750,0.674991597,0.766688364,0.478570958,0.528332,0.628332,8
33,0,2575,5,1,4,3,1,800,55250,0.534521849,0.952841623,0.95809428,0.616997,0.616997,5
42,0,3040,0,3,4,1,1,1000,65350,0.724009244,0.818313431,0.758714814,0.526879,0.726879,7
64,1,7140,0,3,1,3,1,900,91450,0.592382353,0.811523613,0.567302517,0.61486,0.61486,8
27,0,3060,0,5,3,1,1,400,33250,0.633694958,0.85761582,0.644420885,0.637396,0.437396,12
55,1,6505,0,2,1,2,1,700,31050,0.437983193,0.841836506,0.625979424,0.450002,0.650002,27
19,0,2255,0,2,1,4,1,400,78400,0.66492605,0.800233435,0.612416155,0.49467,0.79467,5
40,0,1785,5,2,5,7,1,900,67400,0.792407563,0.924907973,0.81416669,0.776737,0.676737,3
37,0,2610,0,3,2,6,1,600,41500,0.615710924,0.938364159,0.779167961,0.423047,0.423047,13
60,0,1861,0,2,2,5,1,700,59900,0.65072605,0.916973424,0.58478648,0.726195,0.626195,5
45,1,3405,1,15,3,4,1,850,69150,0.538206723,0.916973424,0.718560656,0.424765,0.524765,3
49,0,3120,0,2,3,3,1,900,55650,0.74049916,0.874281738,0.621017378,0.720942,0.820942,6
38,0,1280,0,3,4,3,1,400,43400,0.765891597,0.739787215,0.705027334,0.579222,0.679222,8
36,0,3895,1,1,5,2,1,1100,54500,0.6965,0.856325193,0.503748275,0.424071,0.424071,6
49,0,6760,0,10,2,6,1,3600,33100,0.642436975,0.89467364,0.831779859,0.836894,0.836894,4
31,1,3725,0,1,6,4,1,700,51000,0.645055462,0.882294846,0.646921161,0.594661,0.694661,4
32,0,2170,3,5,4,3,1,400,54800,0.773098319,0.812589783,0.62777377,0.776723,0.476723,6
45,1,3685,1,5,2,8,1,800,88800,0.834192437,0.997845215,0.719807371,0.698296,0.598296,6
53,1,2960,0,3,2,4,1,1250,89850,0.791206723,0.867615371,0.866630557,0.674319,0.574319,5
37,1,1745,0,1,2,2,0,600,67150,0.848157983,0.957409319,0.847451507,0.844657,0.844657,5
39,0,2760,0,4,6,2,1,1000,50300,0.689852101,0.881138894,0.704114332,0.540565,0.540565,6
56,0,3705,0,5,1,5,0,600,60800,0.657688235,0.90249596,0.889148443,0.643368,0.643368,7
49,0,4750,0,8,2,2,0,2300,47400,0.53307563,0.846370533,0.875624534,0.498758,0.498758,13
45,1,4640,6,4,1,4,1,600,51450,0.72182605,0.923729574,0.703010514,0.689778,0.689778,5
44,0,5010,0,6,3,3,1,1100,63450,0.723155462,0.917040761,0.838342014,0.640763,0.840763,6
41,0,4780,0,4,3,2,1,500,61350,0.745577311,0.866403304,0.554547003,0.581943,0.581943,3
37,1,3596,1,3,1,3,1,700,72650,0.781936975,0.833890734,0.677117854,0.708952,0.708952,5
37,0,2625,0,1,2,4,0,1200,63100,0.628515126,0.932831298,0.863406382,0.837558,0.737558,14
58,0,3020,0,5,2,0,1,2700,78300,0.689415966,0.901340007,0.81891653,0.551834,0.551834,4
69,0,1840,0,8,2,3,1,550,53450,0.80112605,0.895593913,0.824338929,0.651774,0.551774,6
22,0,2280,5,2,4,2,1,400,65250,0.749428571,0.810412552,0.694011403,0.874447,0.874447,5
43,0,5085,0,3,2,4,1,400,93950,0.804659664,0.915839917,0.802176147,0.736997,0.736997,5
57,1,5120,0,2,6,3,1,600,56300,0.713223529,0.862037619,0.552455738,0.466862,0.366862,13
67,0,4685,0,7,2,4,1,800,75300,0.738588235,0.915974591,0.757216531,0.714286,0.714286,5
48,0,3723,10,1,2,8,0,400,42450,0.751298319,0.863204794,0.734933099,0.541463,0.841463,4
53,0,2405,1,3,5,1,0,800,49900,0.679564706,0.95290896,0.754553677,0.72702,0.52702,11
31,0,2595,0,2,3,3,1,1700,81300,0.691869748,0.89573981,0.67776731,0.676177,0.576177,5
42,0,4245,0,1,2,7,1,900,54200,0.682489076,0.887883821,0.850866497,0.720176,0.520176,3
32,0,3000,5,2,3,3,1,1050,85750,0.738641176,0.867705154,0.863786301,0.707077,0.507077,4
33,0,4070,0,4,2,4,0,1200,40400,0.732052941,0.914717633,0.808092269,0.673694,0.473694,9
59,1,3675,0,3,7,4,1,900,48500,0.798116807,0.876683426,0.684909611,0.614973,0.814973,6
29,0,3085,0,5,6,3,1,400,68550,0.449757983,0.873294128,0.774043336,0.421119,0.721119,9
53,1,5200,0,6,7,3,1,700,53250,0.644833613,0.881183785,0.727483612,0.496328,0.496328,4
64,0,2570,0,2,2,10,1,450,33550,0.620428571,0.864248519,0.622112639,0.777195,0.777195,3
26,1,3110,0,3,7,4,0,500,65700,0.696089076,0.90356213,0.906448436,0.862626,0.562626,3
45,0,5520,0,9,2,10,0,600,71550,0.742679832,0.898040492,0.735164131,0.687929,0.787929,6
35,1,2530,0,2,4,2,1,600,45150,0.792010084,0.901317562,0.600508612,0.888864,0.788864,3
39,0,2580,0,6,1,8,0,900,58350,0.789247899,0.987621207,0.598707421,0.654921,0.554921,7
44,0,1555,0,2,7,2,1,600,62250,0.754148739,0.896738642,0.826676627,0.658363,0.858363,3
43,1,3145,0,2,9,1,1,500,41750,0.649057143,0.730674268,0.390593247,0.538713,0.338713,6
40,1,2685,0,4,4,1,1,400,35250,0.651254622,0.909151104,0.558261478,0.80275,0.80275,12
46,1,1760,6,6,7,7,0,400,41350,0.707019328,0.903651912,0.671948735,0.700441,0.500441,7
40,0,4265,0,2,1,2,1,600,67750,0.809044538,0.93939666,0.895485556,0.711612,0.611612,6
40,0,1915,1,1,7,2,1,500,51150,0.650937815,0.759943437,0.368650373,0.381687,0.381687,5
53,0,3635,0,6,6,2,1,2400,85000,0.699568908,0.867536811,0.693509978,0.711628,0.511628,5
41,1,6670,2,1,2,0,1,3700,67650,0.737591597,0.80930149,0.654470762,0.793204,0.593204,2
34,0,2585,6,1,5,3,1,700,49050,0.706394958,0.957375651,0.880963933,0.71319,0.61319,8
48,0,6760,0,1,6,3,1,400,37950,0.640582353,0.782411564,0.741129026,0.551617,0.551617,7
34,1,7740,4,0,5,3,1,1600,82650,0.748420168,0.851836057,0.599444155,0.892342,0.892342,7
25,0,3100,0,1,6,4,1,800,60350,0.643590756,0.794689352,0.429274792,0.686822,0.486822,4
46,0,4140,0,6,2,7,1,900,80800,0.857692437,0.905896481,0.811910281,0.78219,0.88219,6
26,0,3580,0,3,2,7,1,800,54450,0.74822437,0.855214132,0.691102971,0.424466,0.524466,13
52,0,2110,0,5,3,2,1,600,41600,0.627103361,0.939497666,0.743109909,0.379456,0.679456,5
31,0,2535,0,2,2,3,1,800,71050,0.66117479,0.840601993,0.823585937,0.666152,0.766152,8
45,1,5250,0,6,2,7,0,1900,62550,0.489185714,0.897849704,0.708917223,0.804815,0.704815,17
53,1,9352,1,11,2,8,1,500,80300,0.684127731,0.889062219,0.903673489,0.772488,0.672488,5
43,1,5165,4,3,5,4,0,900,88950,0.830589076,0.838391094,0.665931644,0.782277,0.682277,2
35,1,1640,0,1,2,4,0,400,51150,0.555293277,0.857593374,0.516265912,0.503634,0.403634,13
47,0,4580,0,9,2,3,1,2800,60950,0.563173109,0.878905549,0.838946119,0.629057,0.429057,4
47,0,2260,0,2,4,8,1,600,78750,0.701963025,0.822768899,0.527235638,0.44172,0.44172,6
33,1,3140,0,2,6,3,1,600,58400,0.651189076,0.868681541,0.67246984,0.518383,0.618383,6
49,1,2765,0,2,2,4,1,800,75700,0.77472437,0.827291704,0.741714306,0.7197,0.7197,5
50,0,1755,0,2,7,1,1,600,74900,0.779195798,0.899039325,0.842740172,0.545754,0.545754,4
56,1,5040,0,5,9,2,1,700,90550,0.68180084,0.840613216,0.623477437,0.479199,0.479199,6
60,1,4630,0,8,1,3,1,1600,98950,0.697542017,0.81044622,0.507993268,0.314444,0.514444,6
63,1,5145,0,10,2,3,0,800,80100,0.716454622,0.905806698,0.754217397,0.673146,0.673146,4
37,0,1720,0,1,4,2,1,600,76650,0.743195798,0.918028371,0.660261956,0.313175,0.213175,4
48,1,3420,4,8,9,9,0,600,44300,0.716485714,0.782333004,0.596919064,0.43634,0.43634,13
60,0,3210,0,2,9,1,1,500,34000,0.594815966,0.895605136,0.614174562,0.422478,0.722478,6
27,1,1660,6,0,6,2,1,800,73950,0.703447899,0.77224367,0.389729873,0.27585,0.57585,4
46,1,4000,0,6,6,4,1,700,65550,0.710684874,0.905784252,0.826851184,0.663162,0.863162,11
69,1,3730,0,6,2,4,0,700,68950,0.63237479,0.877682259,0.598483234,0.789742,0.789742,7
73,0,1765,0,10,1,2,1,700,58550,0.637520168,0.913752469,0.723101711,0.718004,0.518004,6
56,1,5115,0,7,2,3,1,2100,94300,0.678376471,0.800323218,0.646738047,0.666009,0.666009,4
37,1,2629,4,1,1,2,0,1000,75150,0.732446218,0.867592925,0.865511337,0.460025,0.760025,4
43,1,6840,5,5,2,4,0,400,85700,0.668388235,0.821657838,0.717045259,0.654846,0.554846,7
39,1,5195,0,1,1,0,1,1300,79700,0.21340084,0.842925121,0.5311743,0.569276,0.669276,3
35,0,2975,6,1,2,2,1,400,34450,0.663468908,0.893461573,0.91253227,0.782022,0.482022,4
41,1,5020,0,5,7,4,1,700,50050,0.732496639,0.875493805,0.677079349,0.464741,0.564741,16
50,0,7140,0,3,1,4,0,900,78850,0.781957143,0.915985814,0.744312129,0.524502,0.624502,8
23,0,1615,0,1,3,2,1,600,45750,0.604587395,0.885504579,0.698930666,0.517463,0.517463,7
42,0,3770,0,5,2,4,1,1200,65250,0.679810084,0.861914168,0.809875491,0.765343,0.465343,9
63,0,5060,0,7,4,1,1,500,58000,0.591688235,0.847369366,0.563731794,0.781735,0.481735,3
35,1,5230,5,1,6,4,1,600,43100,0.548565546,0.970944065,0.798469372,0.72971,0.52971,10
42,1,3940,0,2,1,4,1,400,67500,0.826653782,0.975478093,0.879660743,0.608087,0.608087,6
64,0,2725,5,3,5,1,0,700,54550,0.603573109,0.849771054,0.598516606,0.609527,0.809527,7
57,0,5025,0,5,3,8,1,400,62250,0.828901681,0.879960496,0.672493799,0.448666,0.548666,8
64,1,2515,0,6,5,1,1,2100,89500,0.693868067,0.919262884,0.866382412,0.519339,0.719339,8
34,1,3280,0,3,4,2,1,700,52150,0.643731933,0.849647603,0.655687529,0.655384,0.655384,10
59,0,3380,0,2,3,3,1,1400,65700,0.675019328,0.955164751,0.952739479,0.540544,0.740544,12
25,0,2715,6,0,6,1,1,400,48350,0.723778151,0.855348806,0.856068132,0.642621,0.342621,8
63,0,2270,0,2,6,3,1,900,87800,0.767687395,0.799156042,0.860097495,0.668963,0.668963,6
42,1,1640,0,2,2,0,1,525,60400,0.758905042,0.895605136,0.767075593,0.752427,0.452427,9
34,1,6720,0,7,7,4,1,2800,76350,0.632805882,0.914874753,0.947674752,0.838447,0.738447,8
37,1,7666,1,7,2,1,1,2800,69100,0.634814286,0.823913629,0.645795095,0.742803,0.642803,12
51,1,2340,0,2,2,5,1,600,41000,0.818333613,0.866560424,0.688983469,0.600466,0.600466,4
42,1,1805,0,2,2,3,0,600,55550,0.701498319,0.793488508,0.572183275,0.426874,0.526874,9
56,0,4675,0,6,2,7,1,1400,78550,0.743462185,0.955232088,0.94668645,0.867629,0.567629,9
44,0,3780,0,2,2,3,1,700,53200,0.719961345,0.858592207,0.711633984,0.435311,0.635311,8
42,0,2760,9,1,2,7,0,400,73950,0.707252941,0.958509158,0.888116502,0.72489,0.72489,6
59,1,2225,2,2,4,3,1,700,74000,0.678398319,0.801411833,0.50212763,0.478701,0.378701,11
51,1,4140,0,1,7,2,1,400,61850,0.800228571,0.765465075,0.509560004,0.689805,0.389805,12
19,0,3695,2,6,9,2,1,600,57700,0.758893277,0.861925391,0.57979534,0.505091,0.805091,4
26,1,5190,0,4,6,3,1,900,70800,0.719360504,0.895694918,0.607929862,0.757681,0.657681,7
60,0,2565,0,5,1,8,1,1100,63600,0.66267479,0.777798976,0.565153067,0.558777,0.558777,8
46,0,2449,5,2,4,3,1,600,31300,0.7346,0.876526306,0.721925161,0.790803,0.690803,13
57,0,5625,0,2,4,8,1,900,44500,0.733892437,0.863036452,0.703807145,0.488675,0.388675,2
56,0,3645,0,7,1,8,1,1450,62200,0.762458824,0.852026845,0.850525939,0.705957,0.505957,7
42,0,2765,0,7,5,2,1,850,75150,0.788389916,0.881094003,0.778977146,0.591965,0.691965,6
49,0,5235,0,5,7,2,1,600,41600,0.471138655,0.900071826,0.913276705,0.694811,0.494811,11
32,0,5260,3,0,1,4,1,1150,64050,0.652428571,0.802433112,0.560388681,0.569459,0.369459,3
54,1,2548,3,3,4,2,1,1000,72050,0.652201681,0.915985814,0.72725258,0.571068,0.571068,3
42,1,4760,0,2,2,7,1,1400,78950,0.795442017,0.913673909,0.686045089,0.629307,0.829307,2
38,0,6110,1,2,4,3,1,1100,66050,0.562266387,0.877794487,0.798499321,0.67305,0.67305,9
53,1,3295,0,2,2,0,1,2700,84350,0.671118487,0.995488418,0.862608039,0.863092,0.863092,8
30,0,6010,0,2,7,4,1,1900,90500,0.715452101,0.813824295,0.700439217,0.717685,0.817685,4
35,0,2610,0,5,7,3,1,400,48650,0.800865546,0.867615371,0.909796684,0.530824,0.730824,4
28,0,1885,0,3,3,2,0,1500,41500,0.781162185,0.737385527,0.529672594,0.620134,0.720134,7
46,1,2130,0,3,1,4,1,600,49500,0.675394118,0.896873317,0.877154477,0.378453,0.678453,19
36,0,2735,6,5,6,3,1,1100,74850,0.691535294,0.896794757,0.581144736,0.689375,0.689375,2
35,0,4185,0,6,6,3,1,700,50950,0.821066387,0.960697612,0.772859941,0.726224,0.926224,4
46,0,6010,6,3,7,5,0,1400,80850,0.652819328,0.877659813,0.767654028,0.403786,0.703786,11
22,1,2030,6,0,6,2,1,450,42900,0.725505042,0.785812085,0.468506534,0.444873,0.344873,3
42,1,3850,0,5,2,7,1,800,71400,0.753626891,0.940496498,0.778555299,0.609738,0.809738,5
52,0,2655,0,6,4,8,1,4900,46050,0.67115042,0.866414527,0.64281821,0.3849,0.4849,6
37,1,3355,6,1,4,3,1,600,33400,0.647945378,0.852015622,0.664577114,0.535866,0.435866,21
31,0,3720,6,2,5,2,1,800,69900,0.746878992,0.868726432,0.789962273,0.471384,0.571384,9
54,0,2145,2,1,6,4,1,700,86500,0.673836975,0.942797181,0.82770429,0.763306,0.663306,2
50,0,3740,0,6,1,7,1,500,52650,0.737821008,0.790278775,0.378825178,0.543257,0.543257,5
34,1,4555,0,3,6,3,1,1200,72550,0.733333613,0.876559975,0.836875391,0.629289,0.529289,7
62,1,2605,6,4,2,3,1,1200,36150,0.739903361,0.882283624,0.736196072,0.428571,0.628571,8
43,1,3110,0,2,2,4,0,600,40050,0.641394958,0.903506015,0.663426234,0.687302,0.587302,2
40,0,4100,5,0,2,7,1,800,64750,0.610010924,0.729630544,0.416574896,0.57303,0.37303,6
28,0,3665,0,5,7,4,1,600,34450,0.511765546,0.920340277,0.755075637,0.706036,0.606036,17
45,0,2625,0,3,3,2,1,700,70500,0.694303361,0.793668073,0.639013888,0.485948,0.785948,2
57,0,6140,0,3,2,7,1,950,66050,0.630180672,0.786810918,0.603130393,0.584936,0.684936,7
36,0,2150,0,3,1,3,1,600,35350,0.707788235,0.816012749,0.845703367,0.771698,0.671698,15
33,0,5145,1,4,2,4,1,400,74750,0.643919328,0.89337179,0.773742995,0.734326,0.834326,10
30,1,2785,0,1,2,7,0,1100,72150,0.805805882,0.810491112,0.698366777,0.361193,0.361193,4
48,1,2600,0,7,1,7,0,800,54000,0.629891597,0.96871072,0.702488553,0.518733,0.518733,8
33,0,2255,0,2,1,2,1,900,80100,0.784987395,0.869893607,0.92168369,0.613216,0.813216,3
53,1,3175,6,0,9,1,1,400,69650,0.66922521,0.851914617,0.667663525,0.794345,0.594345,5
46,1,6130,0,2,1,3,0,800,60750,0.663684034,0.888938768,0.732567164,0.504331,0.704331,5
56,0,3790,0,3,4,1,1,1100,80900,0.679058824,0.938431496,0.798094588,0.674067,0.574067,3
49,0,4345,0,2,4,3,1,400,36450,0.572410084,0.894527743,0.657578566,0.707022,0.607022,10
28,0,3141,0,6,6,1,1,800,35500,0.640492437,0.857582151,0.807785082,0.658557,0.458557,21
43,0,2240,0,7,2,7,1,500,59800,0.685921008,0.953032412,0.772124062,0.760796,0.760796,6
40,1,4255,0,4,5,3,1,400,54750,0.602663025,0.740774825,0.657976454,0.310153,0.310153,6
72,0,3705,0,6,3,7,1,600,74850,0.773679832,0.855281469,0.6804507,0.499762,0.399762,3
28,1,2605,0,5,1,3,1,850,48650,0.691864706,0.867682708,0.770335706,0.563584,0.463584,5
42,1,1715,0,1,7,2,1,1000,72350,0.774646218,0.906996319,0.957722918,0.799768,0.799768,4
22,0,3250,6,1,7,3,1,800,74200,0.639369748,0.948453493,0.833640948,0.689976,0.689976,8
47,0,3635,0,5,6,3,1,800,48000,0.730563025,0.867615371,0.724540953,0.484324,0.484324,3
31,1,2790,0,4,2,5,1,500,40300,0.707136134,0.867525588,0.418784243,0.419752,0.719752,7
32,0,2207,0,2,2,3,1,600,45350,0.756532773,0.793600736,0.737130467,0.74943,0.44943,7
22,1,3270,0,6,5,2,1,600,31150,0.626497479,0.735219519,0.506249406,0.566587,0.466587,6
54,1,4635,0,10,2,3,1,400,73200,0.62730084,0.729563207,0.593437332,0.532809,0.632809,8
36,0,5155,0,6,4,2,1,800,69300,0.782528571,0.882294846,0.797035265,0.749543,0.749543,7
31,0,2900,5,0,2,3,1,600,53650,0.746087395,0.921518675,0.849941515,0.60636,0.80636,3
55,0,1760,0,2,2,7,0,800,49800,0.710145378,0.96302074,0.851786345,0.770586,0.770586,3
48,0,2585,0,3,2,5,1,700,55350,0.909784034,0.920474951,0.908263318,0.46577,0.56577,5
28,1,3040,0,2,11,2,1,500,63600,0.828886555,0.876571198,0.595736525,0.635874,0.535874,6
39,0,1565,0,6,2,7,1,800,62350,0.640695798,0.780088436,0.717448281,0.696357,0.396357,10
54,1,2630,0,2,1,4,1,900,77350,0.849257143,0.924806967,0.908071647,0.638348,0.738348,3
49,0,4145,0,6,6,3,1,500,43000,0.663865546,0.872070839,0.744702316,0.3879,0.3879,7
46,1,4715,0,3,1,3,1,1000,79400,0.817180672,0.864349524,0.754741925,0.4722,0.4722,7
52,1,3130,0,6,3,3,1,600,58200,0.625431092,0.841791614,0.444028302,0.63075,0.73075,6
23,0,2065,0,2,1,7,1,600,69000,0.719840336,0.846247082,0.808501281,0.74686,0.54686,3
35,1,3660,0,4,1,2,1,600,67350,0.761768908,0.933740348,0.790401234,0.781099,0.481099,2
59,0,3745,0,9,1,3,1,2500,68200,0.781855462,0.901373676,0.914884514,0.659925,0.659925,8
45,0,1790,0,3,2,3,0,900,71700,0.713689076,0.920441282,0.838448118,0.4775,0.5775,3
58,0,5010,0,2,7,4,1,650,34000,0.823921008,0.865393248,0.81581985,0.811753,0.611753,4
39,1,6615,6,0,6,3,1,500,57450,0.759504202,0.869938499,0.652321312,0.829706,0.529706,4
31,0,3770,0,5,7,4,1,900,65850,0.759143697,0.868782546,0.670589927,0.410101,0.410101,4
54,1,4533,0,2,2,3,0,600,63250,0.75152605,0.960798617,0.877136508,0.771621,0.871621,8
41,0,2580,5,1,2,3,0,700,61000,0.745762185,0.876571198,0.754504048,0.889829,0.789829,6
35,0,1680,0,4,3,8,1,400,32850,0.678348739,0.851981954,0.664955321,0.701773,0.501773,2
63,0,5010,0,1,2,3,1,1100,77850,0.559211765,0.969754444,0.768644897,0.729363,0.629363,5
33,1,4270,0,3,1,4,0,900,47150,0.71287563,0.881138894,0.592803278,0.575933,0.475933,4
61,1,5850,7,6,2,1,1,3200,85400,0.714994958,0.939430329,0.874378675,0.691939,0.891939,7
56,0,7980,0,2,6,4,1,600,78200,0.787062185,0.929397109,0.918542515,0.787768,0.887768,3
58,0,2010,0,3,1,4,1,600,61200,0.697792437,0.890038607,0.821047155,0.766375,0.566375,6
